-61.54565,-119.21968,-35.282622
-72.728237,-125.40086,-34.98969
-83.818702,-131.70999,-34.252973
-94.812001,-138.12837,-33.112298
-105.70623,-144.63971,-31.605696
-116.50202,-151.22998,-29.769061
-127.20202,-157.88705,-27.636219
-137.81043,-164.60053,-25.238734
-148.33218,-171.36176,-22.604932
-158.77287,-178.16338,-19.760725
-169.13817,-184.99927,-16.729026
-179.43377,-191.86434,-13.530281
-189.6654,-198.75426,-10.183022
-199.83864,-205.66534,-6.7039642
-209.95869,-212.59455,-3.1077589
-220.0305,-219.53928,0.59243951
-230.05859,-226.49739,4.385148
-240.04712,-233.46705,8.2601732
-250,-240.44668,12.208287
