-250,153.7542,109.897
-243.5734,145.14315,109.71543
-237.20371,136.4942,109.38912
-230.89704,127.80647,108.90661
-224.66003,119.07952,108.25614
-218.49984,110.31339,107.42563
-212.42427,101.50866,106.40266
-206.44178,92.666546,105.1745
-200.56151,83.788964,103.72816
-194.79334,74.878647,102.05043
-189.14741,65.939335,100.12901
-183.63431,56.975772,97.952067
-178.26487,47.99372,95.508693
-173.04988,39.000005,92.789408
-167.99987,30.002427,89.786413
-163.1249,21.009649,86.493846
-158.43426,12.031035,82.907981
-153.93631,3.076438,79.027358
-149.63816,-5.8440515,74.852865
-145.54529,-14.720418,70.388102
-141.66143,-23.543031,65.639125
-137.98868,-32.302856,60.613959
-134.52748,-40.991679,55.322383
-131.27662,-49.602299,49.775666
-128.23334,-58.128656,43.98627
-125.3934,-66.565925,37.967526
-122.75134,-74.910516,31.733264
-120.30095,-83.159898,25.297223
-118.03505,-91.312732,18.673254
-115.94603,-99.368595,11.874748
-114.02606,-107.32784,4.9144852
-112.26717,-115.19152,-2.1954055
-110.66131,-122.96128,-9.4434572
-109.20045,-130.6393,-16.818863
-107.87662,-138.22816,-24.311504
-106.68271,-145.73033,-31.912512
-105.61109,-153.149,-39.613084
-104.65434,-160.48756,-47.405018
-103.80555,-167.74934,-55.28095
-103.05833,-174.93761,-63.234244
-102.40674,-182.05554,-71.258913
-101.84522,-189.10618,-79.349523
-101.3686,-196.09253,-87.50114
-100.97202,-203.01748,-95.709252
-100.65089,-209.88381,-103.96974
-100.40092,-216.69428,-112.2788
-100.218,-223.45153,-120.63293
-100.09824,-230.15818,-129.02889
-100.03788,-236.81679,-137.46364
-100.03333,-243.42989,-145.93433
-100.08108,-250,-154.43827
-250,38.441463,184.63283
-242.25191,38.5683,174.46852
-234.42625,38.761523,164.36487
-226.51738,39.026587,154.32788
-218.51952,39.36922,144.36403
-210.4267,39.795512,134.48042
-202.23267,40.312001,124.68491
-193.93086,40.925765,114.98626
-185.51431,41.644527,105.39433
-176.97563,42.476764,95.920266
-168.30697,43.431829,86.576777
-159.49993,44.520099,77.378412
-150.54564,45.753128,68.341972
-141.43467,47.143831,59.486921
-132.15779,48.705983,50.835133
-122.70693,50.453383,42.410132
-113.074,52.4014,34.239295
-103.25223,54.565805,26.352811
-93.236651,56.962577,18.783826
-83.024609,59.607659,11.568517
-72.616375,62.516589,4.7460107
-62.016369,65.703214,-1.6431697
-51.233708,69.179,-7.5580888
-40.282804,72.951975,-12.959227
-29.183595,77.025529,-17.811158
-17.961023,81.397875,-22.0846
-6.6439427,86.061917,-25.758225
4.7363789,91.005522,-28.820004
16.147978,96.211622,-31.269275
27.5602,101.65936,-33.116594
38.945415,107.32582,-34.381795
50.280129,113.18714,-35.092558
61.54565,119.21968,-35.282622
72.728237,125.40086,-34.98969
83.818702,131.70999,-34.252973
94.812001,138.12837,-33.112298
105.70623,144.63971,-31.605696
116.50202,151.22998,-29.769061
127.20202,157.88705,-27.636219
137.81043,164.60053,-25.238734
148.33218,171.36176,-22.604932
158.77287,178.16338,-19.760725
169.13817,184.99927,-16.729026
179.43377,191.86434,-13.530281
189.6654,198.75426,-10.183022
199.83864,205.66534,-6.7039642
209.95869,212.59455,-3.1077589
220.0305,219.53928,0.59243951
230.05859,226.49739,4.385148
240.04712,233.46705,8.2601732
250,240.44668,12.208287
250,-153.7542,109.897
243.5734,-145.14315,109.71543
237.20371,-136.4942,109.38912
230.89704,-127.80647,108.90661
224.66003,-119.07952,108.25614
218.49984,-110.31339,107.42563
212.42427,-101.50866,106.40266
206.44178,-92.666546,105.1745
200.56151,-83.788964,103.72816
194.79334,-74.878647,102.05043
189.14741,-65.939335,100.12901
183.63431,-56.975772,97.952067
178.26487,-47.99372,95.508693
173.04988,-39.000005,92.789408
167.99987,-30.002426,89.786413
163.1249,-21.009649,86.493846
158.43426,-12.031035,82.907981
153.93631,-3.076438,79.027358
149.63816,5.8440515,74.852865
145.54529,14.720418,70.388102
141.66143,23.543031,65.639125
137.98868,32.302856,60.613959
134.52748,40.991679,55.322383
131.27662,49.602299,49.775666
128.23334,58.128656,43.98627
125.3934,66.565925,37.967526
122.75134,74.910516,31.733264
120.30095,83.159898,25.297223
118.03505,91.312732,18.673254
115.94603,99.368595,11.874748
114.02606,107.32784,4.9144852
112.26717,115.19152,-2.1954055
110.66131,122.96128,-9.4434572
109.20045,130.6393,-16.818863
107.87662,138.22816,-24.311504
106.68271,145.73033,-31.912512
105.61109,153.149,-39.613084
104.65434,160.48756,-47.405018
103.80555,167.74934,-55.28095
103.05833,174.93761,-63.234244
102.40674,182.05554,-71.258913
101.84522,189.10618,-79.349523
101.3686,196.09253,-87.50114
100.97202,203.01748,-95.709252
100.65089,209.88381,-103.96974
100.40092,216.69428,-112.2788
100.218,223.45153,-120.63293
100.09824,230.15818,-129.02889
100.03788,236.81679,-137.46364
100.03333,243.42989,-145.93433
100.08108,250,-154.43827
250,-38.441463,184.63283
242.25191,-38.5683,174.46852
234.42625,-38.761523,164.36487
226.51738,-39.026587,154.32788
218.51952,-39.36922,144.36403
210.4267,-39.795512,134.48042
202.23267,-40.312001,124.68491
193.93086,-40.925765,114.98626
185.51431,-41.644527,105.39433
176.97563,-42.476764,95.920266
168.30697,-43.431829,86.576777
159.49993,-44.520099,77.378412
150.54564,-45.753128,68.341972
141.43467,-47.143831,59.486921
132.15779,-48.705983,50.835133
122.70693,-50.453383,42.410132
113.074,-52.4014,34.239295
103.25223,-54.565805,26.352811
93.236651,-56.962577,18.783826
83.024609,-59.607659,11.568517
72.616375,-62.516589,4.7460107
62.016369,-65.703214,-1.6431697
51.233708,-69.179,-7.5580888
40.282804,-72.951975,-12.959227
29.183595,-77.025529,-17.811158
17.961023,-81.397875,-22.0846
6.6439427,-86.061917,-25.758225
-4.7363789,-91.005522,-28.820004
-16.147978,-96.211622,-31.269275
-27.5602,-101.65936,-33.116594
-38.945415,-107.32582,-34.381795
-50.280129,-113.18714,-35.092558
